style,channelId,channelSubs,title,type,duration_sec,publishedAt,dayOfWeek,season,views,likes,comments,engagment
vTubers,UCIf6cffSRZqS7TUXbUAK_hw,103000,珂拉琪 九日 Nine Sols／熙歌 Cover【翻唱】,Cover,308,2024-06-30T10:00:48Z,Sunday,Summer,56839,2971,194,0.055683597529865056
vTubers,UCIf6cffSRZqS7TUXbUAK_hw,103000,Hollow Hunger █ 熙歌Cygnus 【歌ってみた】,Cover,227,2024-05-20T11:41:20Z,Monday,Spring,70823,2610,90,0.03812320856219025
vTubers,UCIf6cffSRZqS7TUXbUAK_hw,103000,神っぽいな █ 熙歌Cygnus 【歌ってみた】,Cover,208,2024-04-29T11:00:07Z,Monday,Spring,95919,3457,128,0.037375285397053766
vTubers,UCIf6cffSRZqS7TUXbUAK_hw,103000,愛情的騙子我問你 / 熙歌 cover【翻唱】,Cover,272,2023-11-29T10:37:41Z,Wednesday,Fall,53775,3397,261,0.06802417480241749
vTubers,UCIf6cffSRZqS7TUXbUAK_hw,103000,〈U〉millennium parade / 極深空計劃【歌ってみた】,Cover,188,2023-06-16T12:00:57Z,Friday,Summer,215184,4256,80,0.02015019704067217
vTubers,UCIf6cffSRZqS7TUXbUAK_hw,103000,強風オールバック █ 熙歌Cygnus 【歌ってみた】,Cover,135,2023-05-20T10:45:07Z,Saturday,Spring,176596,7043,215,0.04109945865138508
vTubers,UCIf6cffSRZqS7TUXbUAK_hw,103000,モザイクロール (Reloaded) / 熙歌 cover【歌ってみた】,Cover,161,2023-04-22T11:00:11Z,Saturday,Spring,90338,2919,108,0.03350749407779672
vTubers,UCIf6cffSRZqS7TUXbUAK_hw,103000,逆光 / 熙歌 cover【歌ってみた】,Cover,238,2022-11-23T11:30:06Z,Wednesday,Fall,275307,7431,303,0.028092275169174775
